# 3-Component Decay Chain Output
# Input parameters:
#   Half-life A (h): 1.97
#   Half-life B (h): 9.91
#   Na0: 100.0  Nb0: 0.0  Nc0: 0.0
#   tfinal (h): 50.0
#
# t(h)    NA        NB        NC        Total
5.1400   16.389718   66.663947   16.946335   100.000000
5.1500   16.332152   66.674882   16.992966   100.000000
5.1600   16.274788   66.685607   17.039605   100.000000
5.1700   16.217626   66.696123   17.086252   100.000000
5.1800   16.160664   66.706431   17.132906   100.000000
5.1900   16.103902   66.716531   17.179566   100.000000
5.2000   16.047340   66.726426   17.226234   100.000000
5.2100   15.990977   66.736115   17.272909   100.000000
5.2200   15.934811   66.745599   17.319590   100.000000
5.2300   15.878843   66.754879   17.366278   100.000000
5.2400   15.823071   66.763957   17.412973   100.000000
5.2500   15.767495   66.772832   17.459673   100.000000
5.2600   15.712114   66.781506   17.506380   100.000000
5.2700   15.656928   66.789979   17.553093   100.000000
5.2800   15.601936   66.798253   17.599811   100.000000
5.2900   15.547137   66.806328   17.646536   100.000000
5.3000   15.492530   66.814204   17.693266   100.000000
5.3100   15.438115   66.821884   17.740001   100.000000
5.3200   15.383891   66.829367   17.786742   100.000000
5.3300   15.329858   66.836654   17.833488   100.000000
5.3400   15.276015   66.843747   17.880238   100.000000
5.3500   15.222360   66.850646   17.926994   100.000000
5.3600   15.168894   66.857351   17.973755   100.000000
5.3700   15.115616   66.863864   18.020520   100.000000
5.3800   15.062525   66.870186   18.067289   100.000000
5.3900   15.009620   66.876316   18.114063   100.000000
5.4000   14.956902   66.882257   18.160842   100.000000
5.4100   14.904368   66.888008   18.207624   100.000000
5.4200   14.852019   66.893571   18.254410   100.000000
5.4300   14.799854   66.898946   18.301200   100.000000
5.4400   14.747872   66.904134   18.347994   100.000000
5.4500   14.696072   66.909136   18.394791   100.000000
5.4600   14.644455   66.913953   18.441592   100.000000
5.4700   14.593019   66.918585   18.488396   100.000000
5.4800   14.541763   66.923033   18.535203   100.000000
5.4900   14.490688   66.927299   18.582014   100.000000
5.5000   14.439792   66.931381   18.628827   100.000000
5.5100   14.389074   66.935283   18.675643   100.000000
5.5200   14.338535   66.939003   18.722462   100.000000
5.5300   14.288173   66.942544   18.769283   100.000000
5.5400   14.237989   66.945905   18.816106   100.000000
5.5500   14.187980   66.949088   18.862932   100.000000
5.5600   14.138147   66.952092   18.909760   100.000000
5.5700   14.088489   66.954920   18.956591   100.000000
5.5800   14.039006   66.957572   19.003423   100.000000
5.5900   13.989696   66.960047   19.050256   100.000000
5.6000   13.940560   66.962348   19.097092   100.000000
5.6100   13.891596   66.964475   19.143929   100.000000
5.6200   13.842804   66.966428   19.190767   100.000000
5.6300   13.794184   66.968209   19.237607   100.000000
5.6400   13.745734   66.969818   19.284448   100.000000
5.6500   13.697454   66.971256   19.331290   100.000000
5.6600   13.649344   66.972523   19.378133   100.000000
5.6700   13.601403   66.973620   19.424977   100.000000
5.6800   13.553631   66.974548   19.471821   100.000000
5.6900   13.506026   66.975308   19.518667   100.000000
5.7000   13.458588   66.975900   19.565512   100.000000
5.7100   13.411317   66.976325   19.612358   100.000000
5.7200   13.364212   66.976584   19.659204   100.000000
5.7300   13.317273   66.976677   19.706050   100.000000
5.7400   13.270498   66.976605   19.752897   100.000000
5.7500   13.223888   66.976369   19.799743   100.000000
5.7600   13.177441   66.975970   19.846589   100.000000
5.7700   13.131157   66.975408   19.893435   100.000000
5.7800   13.085036   66.974684   19.940280   100.000000
5.7900   13.039077   66.973798   19.987124   100.000000
5.8000   12.993280   66.972752   20.033968   100.000000
5.8100   12.947643   66.971545   20.080811   100.000000
5.8200   12.902167   66.970179   20.127654   100.000000
5.8300   12.856850   66.968655   20.174495   100.000000
5.8400   12.811693   66.966972   20.221335   100.000000
5.8500   12.766694   66.965132   20.268174   100.000000
5.8600   12.721853   66.963136   20.315012   100.000000
5.8700   12.677170   66.960983   20.361848   100.000000
5.8800   12.632643   66.958675   20.408682   100.000000
5.8900   12.588273   66.956212   20.455515   100.000000
5.9000   12.544059   66.953595   20.502346   100.000000
5.9100   12.500000   66.950825   20.549175   100.000000
5.9200   12.456096   66.947902   20.596003   100.000000
5.9300   12.412346   66.944826   20.642828   100.000000
5.9400   12.368750   66.941600   20.689651   100.000000
5.9500   12.325307   66.938222   20.736471   100.000000
5.9600   12.282016   66.934695   20.783289   100.000000
5.9700   12.238877   66.931017   20.830105   100.000000
5.9800   12.195890   66.927191   20.876918   100.000000
5.9900   12.153054   66.923217   20.923728   100.000000
6.0000   12.110369   66.919095   20.970536   100.000000
6.0100   12.067833   66.914826   21.017340   100.000000
6.0200   12.025447   66.910411   21.064142   100.000000
6.0300   11.983210   66.905850   21.110940   100.000000
6.0400   11.941121   66.901144   21.157735   100.000000
6.0500   11.899180   66.896293   21.204527   100.000000
6.0600   11.857386   66.891299   21.251316   100.000000
6.0700   11.815739   66.886161   21.298100   100.000000
6.0800   11.774238   66.880881   21.344882   100.000000
6.0900   11.732883   66.875458   21.391659   100.000000
6.1000   11.691673   66.869894   21.438433   100.000000
6.1100   11.650608   66.864190   21.485202   100.000000
6.1200   11.609687   66.858345   21.531968   100.000000
6.1300   11.568910   66.852361   21.578729   100.000000
6.1400   11.528276   66.846237   21.625486   100.000000
6.1500   11.487785   66.839975   21.672239   100.000000
6.1600   11.447436   66.833576   21.718988   100.000000
6.1700   11.407229   66.827039   21.765732   100.000000
6.1800   11.367163   66.820366   21.812471   100.000000
6.1900   11.327238   66.813556   21.859206   100.000000
6.2000   11.287453   66.806612   21.905936   100.000000
6.2100   11.247808   66.799532   21.952660   100.000000
6.2200   11.208302   66.792318   21.999380   100.000000
6.2300   11.168934   66.784971   22.046095   100.000000
6.2400   11.129705   66.777490   22.092805   100.000000
6.2500   11.090614   66.769877   22.139509   100.000000
6.2600   11.051660   66.762132   22.186208   100.000000
6.2700   11.012843   66.754255   22.232902   100.000000
6.2800   10.974162   66.746248   22.279589   100.000000
6.2900   10.935618   66.738111   22.326272   100.000000
6.3000   10.897208   66.729844   22.372948   100.000000
6.3100   10.858933   66.721447   22.419619   100.000000
6.3200   10.820793   66.712923   22.466284   100.000000
6.3300   10.782787   66.704270   22.512943   100.000000
6.3400   10.744914   66.695490   22.559595   100.000000
6.3500   10.707175   66.686583   22.606242   100.000000
6.3600   10.669568   66.677550   22.652882   100.000000
6.3700   10.632092   66.668391   22.699516   100.000000
6.3800   10.594749   66.659107   22.746144   100.000000
6.3900   10.557537   66.649699   22.792764   100.000000
6.4000   10.520455   66.640166   22.839379   100.000000
6.4100   10.483504   66.630510   22.885986   100.000000
6.4200   10.446682   66.620731   22.932587   100.000000
6.4300   10.409990   66.610829   22.979181   100.000000
6.4400   10.373427   66.600805   23.025768   100.000000
6.4500   10.336992   66.590660   23.072348   100.000000
6.4600   10.300685   66.580395   23.118921   100.000000
6.4700   10.264506   66.570008   23.165486   100.000000
6.4800   10.228453   66.559503   23.212044   100.000000
6.4900   10.192528   66.548877   23.258595   100.000000
6.5000   10.156728   66.538134   23.305138   100.000000
6.5100   10.121054   66.527272   23.351674   100.000000
6.5200   10.085506   66.516292   23.398202   100.000000
6.5300   10.050082   66.505195   23.444723   100.000000
6.5400   10.014783   66.493982   23.491235   100.000000
6.5500   9.979608   66.482652   23.537740   100.000000
6.5600   9.944556   66.471207   23.584237   100.000000
6.5700   9.909627   66.459647   23.630726   100.000000
6.5800   9.874821   66.447972   23.677206   100.000000
6.5900   9.840138   66.436184   23.723679   100.000000
6.6000   9.805576   66.424281   23.770143   100.000000
6.6100   9.771136   66.412266   23.816598   100.000000
6.6200   9.736816   66.400138   23.863046   100.000000
6.6300   9.702617   66.387898   23.909485   100.000000
6.6400   9.668538   66.375547   23.955915   100.000000
6.6500   9.634579   66.363084   24.002336   100.000000
6.6600   9.600739   66.350512   24.048749   100.000000
6.6700   9.567018   66.337829   24.095153   100.000000
6.6800   9.533416   66.325036   24.141548   100.000000
6.6900   9.499931   66.312135   24.187934   100.000000
6.7000   9.466565   66.299125   24.234311   100.000000
6.7100   9.433315   66.286006   24.280679   100.000000
6.7200   9.400182   66.272781   24.327037   100.000000
6.7300   9.367165   66.259448   24.373387   100.000000
6.7400   9.334265   66.246009   24.419727   100.000000
6.7500   9.301480   66.232463   24.466057   100.000000
6.7600   9.268810   66.218812   24.512378   100.000000
6.7700   9.236255   66.205056   24.558690   100.000000
6.7800   9.203814   66.191195   24.604991   100.000000
6.7900   9.171487   66.177230   24.651283   100.000000
6.8000   9.139274   66.163161   24.697566   100.000000
6.8100   9.107174   66.148988   24.743838   100.000000
6.8200   9.075186   66.134713   24.790100   100.000000
6.8300   9.043311   66.120336   24.836353   100.000000
6.8400   9.011548   66.105857   24.882595   100.000000
6.8500   8.979897   66.091276   24.928827   100.000000
6.8600   8.948356   66.076595   24.975049   100.000000
6.8700   8.916927   66.061813   25.021261   100.000000
6.8800   8.885607   66.046931   25.067462   100.000000
6.8900   8.854398   66.031949   25.113653   100.000000
6.9000   8.823299   66.016868   25.159833   100.000000
6.9100   8.792308   66.001689   25.206003   100.000000
6.9200   8.761427   65.986412   25.252162   100.000000
6.9300   8.730654   65.971036   25.298310   100.000000
6.9400   8.699989   65.955564   25.344447   100.000000
6.9500   8.669432   65.939994   25.390574   100.000000
6.9600   8.638982   65.924329   25.436690   100.000000
6.9700   8.608639   65.908567   25.482795   100.000000
6.9800   8.578402   65.892709   25.528888   100.000000
6.9900   8.548272   65.876757   25.574971   100.000000
7.0000   8.518248   65.860710   25.621042   100.000000
7.0100   8.488329   65.844569   25.667102   100.000000
7.0200   8.458515   65.828334   25.713151   100.000000
7.0300   8.428806   65.812006   25.759189   100.000000
7.0400   8.399201   65.795584   25.805214   100.000000
7.0500   8.369700   65.779071   25.851229   100.000000
7.0600   8.340303   65.762465   25.897232   100.000000
7.0700   8.311009   65.745768   25.943223   100.000000
7.0800   8.281818   65.728979   25.989202   100.000000
7.0900   8.252730   65.712100   26.035170   100.000000
7.1000   8.223744   65.695130   26.081126   100.000000
7.1100   8.194859   65.678071   26.127070   100.000000
7.1200   8.166076   65.660922   26.173002   100.000000
7.1300   8.137394   65.643684   26.218922   100.000000
7.1400   8.108813   65.626357   26.264830   100.000000
7.1500   8.080332   65.608942   26.310726   100.000000
7.1600   8.051951   65.591440   26.356609   100.000000
7.1700   8.023670   65.573849   26.402481   100.000000
7.1800   7.995488   65.556172   26.448339   100.000000
7.1900   7.967405   65.538409   26.494186   100.000000
7.2000   7.939421   65.520559   26.540020   100.000000
7.2100   7.911535   65.502623   26.585842   100.000000
7.2200   7.883747   65.484602   26.631651   100.000000
7.2300   7.856057   65.466496   26.677447   100.000000
7.2400   7.828464   65.448305   26.723231   100.000000
7.2500   7.800968   65.430030   26.769002   100.000000
7.2600   7.773568   65.411672   26.814760   100.000000
7.2700   7.746265   65.393230   26.860505   100.000000
7.2800   7.719058   65.374705   26.906237   100.000000
7.2900   7.691946   65.356098   26.951957   100.000000
7.3000   7.664929   65.337408   26.997663   100.000000
7.3100   7.638007   65.318637   27.043356   100.000000
7.3200   7.611180   65.299784   27.089036   100.000000
7.3300   7.584447   65.280850   27.134703   100.000000
7.3400   7.557808   65.261836   27.180356   100.000000
7.3500   7.531262   65.242741   27.225997   100.000000
7.3600   7.504810   65.223566   27.271623   100.000000
7.3700   7.478451   65.204312   27.317237   100.000000
7.3800   7.452184   65.184979   27.362837   100.000000
7.3900   7.426009   65.165567   27.408423   100.000000
7.4000   7.399927   65.146077   27.453996   100.000000
7.4100   7.373936   65.126509   27.499555   100.000000
7.4200   7.348036   65.106864   27.545100   100.000000
7.4300   7.322227   65.087141   27.590632   100.000000
7.4400   7.296509   65.067341   27.636150   100.000000
7.4500   7.270882   65.047465   27.681653   100.000000
7.4600   7.245344   65.027513   27.727143   100.000000
7.4700   7.219896   65.007485   27.772619   100.000000
7.4800   7.194537   64.987381   27.818081   100.000000
7.4900   7.169268   64.967203   27.863529   100.000000
7.5000   7.144087   64.946950   27.908963   100.000000
7.5100   7.118994   64.926623   27.954382   100.000000
7.5200   7.093990   64.906222   27.999788   100.000000
7.5300   7.069074   64.885748   28.045179   100.000000
7.5400   7.044245   64.865200   28.090555   100.000000
7.5500   7.019503   64.844579   28.135918   100.000000
7.5600   6.994848   64.823886   28.181265   100.000000
7.5700   6.970280   64.803121   28.226599   100.000000
7.5800   6.945798   64.782284   28.271918   100.000000
7.5900   6.921402   64.761376   28.317222   100.000000
7.6000   6.897092   64.740397   28.362511   100.000000
7.6100   6.872867   64.719347   28.407786   100.000000
7.6200   6.848727   64.698227   28.453046   100.000000
7.6300   6.824672   64.677037   28.498291   100.000000
7.6400   6.800702   64.655777   28.543522   100.000000
7.6500   6.776815   64.634447   28.588737   100.000000
7.6600   6.753013   64.613049   28.633938   100.000000
7.6700   6.729294   64.591582   28.679123   100.000000
7.6800   6.705659   64.570047   28.724294   100.000000
7.6900   6.682106   64.548444   28.769449   100.000000
7.7000   6.658636   64.526774   28.814590   100.000000
7.7100   6.635249   64.505036   28.859715   100.000000
7.7200   6.611944   64.483231   28.904825   100.000000
7.7300   6.588720   64.461360   28.949919   100.000000
7.7400   6.565579   64.439423   28.994999   100.000000
7.7500   6.542518   64.417419   29.040063   100.000000
7.7600   6.519539   64.395350   29.085111   100.000000
7.7700   6.496640   64.373216   29.130144   100.000000
7.7800   6.473822   64.351016   29.175162   100.000000
7.7900   6.451083   64.328753   29.220164   100.000000
7.8000   6.428425   64.306425   29.265150   100.000000
7.8100   6.405846   64.284032   29.310121   100.000000
7.8200   6.383347   64.261577   29.355076   100.000000
7.8300   6.360926   64.239058   29.400016   100.000000
7.8400   6.338585   64.216476   29.444939   100.000000
7.8500   6.316322   64.193831   29.489847   100.000000
7.8600   6.294137   64.171124   29.534739   100.000000
7.8700   6.272029   64.148355   29.579615   100.000000
7.8800   6.250000   64.125525   29.624475   100.000000
7.8900   6.228048   64.102633   29.669319   100.000000
7.9000   6.206173   64.079680   29.714147   100.000000
7.9100   6.184375   64.056666   29.758959   100.000000
7.9200   6.162653   64.033592   29.803755   100.000000
7.9300   6.141008   64.010457   29.848535   100.000000
7.9400   6.119439   63.987263   29.893298   100.000000
7.9500   6.097945   63.964009   29.938046   100.000000
7.9600   6.076527   63.940696   29.982777   100.000000
7.9700   6.055184   63.917324   30.027491   100.000000
7.9800   6.033917   63.893894   30.072190   100.000000
7.9900   6.012724   63.870405   30.116871   100.000000
8.0000   5.991605   63.846858   30.161537   100.000000
8.0100   5.970560   63.823254   30.206186   100.000000
8.0200   5.949590   63.799592   30.250818   100.000000
8.0300   5.928693   63.775873   30.295434   100.000000
8.0400   5.907869   63.752097   30.340033   100.000000
8.0500   5.887119   63.728265   30.384616   100.000000
8.0600   5.866441   63.704377   30.429182   100.000000
8.0700   5.845837   63.680433   30.473731   100.000000
8.0800   5.825304   63.656433   30.518263   100.000000
8.0900   5.804844   63.632378   30.562779   100.000000
8.1000   5.784455   63.608267   30.607278   100.000000
8.1100   5.764138   63.584102   30.651759   100.000000
8.1200   5.743893   63.559883   30.696224   100.000000
8.1300   5.723718   63.535610   30.740672   100.000000
